text,author_id,Label
@Abubakar_AkA @Abbabuba_ Zaku zauna a gida ku cigaba da wanke hannu😂,3632522836,
@Abubakar_omar6 @MBuhari @AbdulHadiAhmadB @BabaBalaKatsina @Ladyposhhhhh @abduldanja87 @GarShehu @Ismailtaury @Umar__farruk @Necessary_Cho @AhmedAdamu @musty_birchi Ubangiji Allah ya yaye mana wannan annobar,9.44E+17,
@Abubakar_YZ In anji yunwa a kara wanke hannu,420920072,
@abubakarICT @baba__________ Sannan a qara da hakuri a ci gaba da wanke hannu.,329304977,
"@abubakarjmb @mymusa92 @abimaz_i @dawisu @NafSad_ @GovUmarGanduje Shin wai domin wani ne ya gina ba za a ayi amfani da shi ba kenan,. Bada komai bane siyasa, ko ajiye wannan siyasa ku fuskanci wannan annoba da take neman fadowa cikin arewa. This disease d",475047495,
"@Abutreeka_10 @babyabdulkadeer Ae bara kaji in gayama... Tun daga kan ma'aekata akafara samun matsala d kuma haddasa yaduwar wannan annoba...sbd har bayan qulle boarder din kano d akayi, kae harma yanxunnan d muke mgn dakae mutane suna shigowa daga sassan",9.57E+17,
@AbuTurakisadiq @MalamKaybee Da kenan ai yanzu yq zama annoba 😂,1542372278,
@Adaugetsoo @__Haseki Da takunkumi mai kaca kuwa ba,384562148,
@afhar__ @abdulahmed332 Shift mana babe we are ur LGA before but now we pass ur state akwae tazara,1.13E+18,Neutral
@afolabitunde boss Aku korona yi oo,9.16E+17,
@ahmadlala Zan zauna ah gida naci gaba da wanke hannu kawai 😢,1.25E+18,
@AhmadZango Haha Bale yazama annoba kowa gudunsa yake,459523226,Neutral
"@AhmedXakar @AtuTukur A wanke Hannu...
Sa a ci abinci ko!",1.16E+18,
"@AI_Ringim Wallahi because mutane sunaji a jukinsu wallahi, wasuma gudun annobar #COVIDー19 zai sa yunwa ya kashesu",933983551,
@Aishatu__Gimba Hehe ba komea Ayi hakury aci gaba da wanke Hannu 😅,1.02E+18,
@ajibadee_ Except her name is Korona Viruxxx &amp; she's from Ukraine or Croatia,1117320985,
@AkeelBen 🤣🤣malam yace acigaba da wanke hannu asaka takunkumi azauna agida,8.11E+17,
@Al_ameen_Yabo A wanke hannu in anji yunwa akara wanke hannu.....,1.17E+18,
"@AlabeMusa Mude Yobe State Munhadu Da Dan Walagigi, Ana Fama Da Annoba Yanacan Yana Wasa😷😷😷",1.08E+18,
"@Ali_Nuhu_Fans @alinuhu @abmaishadda @asnanic200 @fkdproduction Bai kamata ace a irin wannan lokacin da Korona ta dawo Ace kuna tara dandazon jama'a don haskaka film ba.

A Rinƙa bada tazara tsakanin juna a rage yawan cinkoso COVID-19 Gaskiyane.",1.17178E+18,
@AliBeebah Eyyah a kara hakuri da kuma wanke hannu,8.32E+17,
@alinuhu To mudai kullum addu'ar mu Allah ya kawo mana karshen wannan Annoba ya kuma  ya tsaremu.,1.21E+18,
@Aliyu____ @Tallmelaningirl A wanke hannu a cigaba da zama gida,300470529,
"@Aliyulof Mukam sahur Sai na sitta shawwal.

Wanke hannu tare da zaman gida Kuma Sai su A_Y Hassan.",1172745583,
@AliyuNafsah Allah ya cecemu Allah yakawo mana karshen wannan annoba,1.24E+18,
@alkalieh_jr @Ayshatu_Aminu Ayi ta wanke hannu,9.29E+17,
"@alkalieh_jr @saddheeck A wanke hannu, asake wankewa",9.29E+17,
@am_BinHamzat Aci gaba da wanke hannu 😂😂😂😂,9.02E+17,Positive
@Amally_A @mssDeejah_kobee Takunkumi is for hyenas,288013597,
@amarsavage @Waxeeeri Ayita wanke hannu😂 kuma ayita hakuri😂😂😂😂,1334469709,
@AMBaloni Stay Home #WashYourHands...  China ne sukaci Nama Amma muke Wanke Hannaye..  Allah kayayemana wanga Annoba...,1.24E+18,
@Ameenu_Kutama @hauwa__as Ka saka mask Sir😂 we no wan lose u,1894441177,
"@Ameenu_Kutama Kuyi hakuri, Ku cigaba da zama a gida, ku wanke hannu. https://t.co/DHMmtZihPI",1071386863,
@Ameenu_Kutama Likitan Korona,237444709,
@amienullahie Aci gaba da dunkule hanu a bada tazara a zauna a gida a kuma saka facemask https://t.co/XzN4PtH7BP,1.34E+18,
"@AminaJMohammed @Hughcevans @GlblCtzn @WHO Alhmdllh Nasamu Nasarar Zama Ambasada Kuma Mai Bada Fatawa akan cutar Korona baros Cutar Numfashi #Coronavirus
I am now an #MBRUCommunityImmunity Ambassador. I am responsible to protect myself and my community fr",7.88E+17,
@aminiyatrust ALLAH yakawo karshen wannan Annobar,1.13E+18,
@aminiyatrust Minene korona ? A kulllum a shafi na twitter  sai ku ce mana korona. Kuma ba ita ce matsala mun ba .mun matsala rashi tsaro da kuma fama da talauci wannan kasa tamu najeriya.Mai Hamza pro kamba kebbi state,1.31E+18,
@Aminnadamu Ya saka mask fa 😂,3260394238,
@aminougunyah @__usyy Hmmm tab lalle kwa gamu nan dai da dan daura ...Yana ta samu a lock down..Kullum wanke hannu,1.09E+18,
@Aminougunyah A zaune Gida aci gaba da wanke hannu tunda babu hawan bariki 😂😂😂,360715707,
"@aminstrange @itz_Lucho Wallahi, Allah dai ya kawo mana karshen wannan annobar.",1.22E+18,
@Amirt_nb Kar a manta a wanke hannu🙏🏽,306703158,
"@AngonHauwah @usman_avyoko 🤣🤣🤣
Munayi muna wanke hannu",253976087,Neutral
"@AnnahAbdullahy @ArewaaConnect Eyyah
Aci gaba da hakuri ana wanke hannu",8.32E+17,
@AputazieSylvia @Naija_PR 🤣🤣 Enjoy your stay at our exquisite “Hotel Korona”. We aim to sofocate 👀,268393842,
@ArahMAC Lmaoo...Baby...Korona ni o 😂,106037358,
@Arc_Bichi Achigaba dA wanke hannu a zauna a gida 😂 achigaba dA Jin kebura😂,2419841308,
@Arc_darma @Sulegass Toh don Allah imagine! So people like these ta ya zaka ce masu su saka mask ko su wani tsaya nesa da juna su yarda? The reality is the pandemic is taking away most of the elderly people dying amman mutane sun kasa ganewa. Yanzu duk ra,346999327,
@AREWA24Channel Nabi takunkumi da gudu ba wando,8.67E+17,
@ArewaaConnect @caramel__queen_ Idan aji yuwa a sake wanke hannu,1.11E+18,Positive
"@AREWATWITTTER Ai ma'aikatan NCDC ne, sunsan illar annobar covid 19 shiyasa basu haihu ba saboda suna maintaining din social distance. Haka zalika duk wani aure da akayishi a 2019 sai sunkai 2025 kafin asamu iri.",1.25E+18,Positive
"@Ashreeal Naga alama, sai kace yau kika fara aikin asibiti, Lab coat, face Mask, hand gloves, spirit, abu ba abu ba A wanke hannu, habba.. Baki tunanin kinsamu matsala kamar mai cutar warwarewar alola.. 🤣🤣🤣🤣",515719129,
"@Ashreeal Ummi kina daki ke kadai amma sai wanke hannu kikeyi, abu ba abu ba kin dauko spirit kin mulke hannunki as if coronan ya shigo dakinki ne.. 

🤣🤣🤣",515719129,
@asmie__hassan @Ahmerd_Hassann Ayi hakury a cigaba da wanke hannu 😹,1.02E+18,
@Ateey_ @Zahraa_Sarki Salatin yafi guarantee ai. Ci gaba da wanke hannu,174163019,Positive
@Ateey_ Da saka takunkumi 😂😂,1.05E+18,Positive
@atiku Alhamdulillah Allah yarabamu da annoba; congratulations fintiri I'm very happy but remember don't be power drunk like that stupid bindo be loyal to yr leaders especially Atiku and pls make Idi'amin one of yr comitional bcos he worked very hard enou,7.01E+17,
"@atiku Assalamu Alaikum mai girma wazirin Adamawa kuma shugaban kasa 2023 na tayaku barka da Juma'ah
Duk garuruwan da Akasa doke Abi doka
Allah yayi mana maganin duk Abinda yake damunmu
Wannan Annobar Ibadace garemu https://t.co/MuZ6TjOEC1",7.10E+17,
@AtikuADauda1 @Hussaeini__ @mdnurabala @umareyy__ @YarimanDara ai daman cikin lock down nake oga  kaga ko saika wai incigaba da wanke hannu,1.14E+18,
@Autan_Babanta Kawai kixauna a gd kita wanke hannu,1.17E+18,
@auwal_sadiek @King_Blacq @SIR_YUYU @Donbabsy4fun @mr_ajeje @Deenee_deen @pha_rouk002 @Musty2233 Annoba ne.,1542372278,Neutral
@Auwerl ana ta wanke hannu,604894099,
@Awwala Gaskia Allah kawo mana karshen wannan annoba,280219991,
@AyshaHaydarh Acigaba da wanke hannu ...... continue washing hand &amp; maintain social distance 😂😂😂,9.05E+17,
"@AyshahModu @YoungHaruon 😅😅😅 
A cigaba da hakuri 
Aci gaba da wanke hannu",1.09E+18,
@AysheerParrot Dama dai baki rubuta wadannan kalamai ba. Dama dai kin yi kokarin kara fahimtar abun kafin ki rubuta wadannan kalamai. Dama dai kin kara neman ilmi addininki akan annoba da hana yaduwar ta kafin kiyi wannan rubutu. Dama dai... Dama dai...,90465491,
@AysheerParrot Idan fitina tazo koh annoba everything is possible,329654376,
@AysheerParrot Su da chi my da wanke hannu.,1.07E+18,
@b__khaleel Yeah 5 I mean. Allah ya kare mu ya kawo mana Karshen Wannan Annobar 🤲🙏,1.14E+18,
@B_A_Maccido @Abuhashim240 Lol. To a wanke hannu da ruwa da sabulu. Gobe za'a yi na 30 😀,158648413,
@BabaBalaKatsina So shi oga baisa takunkumi?,178286282,
"@Babanasidi01 😂😂😂 Mu yan Sunnah sak ne, Annabi yace kar mu shiga garin da’ake annoba. Hanyar nan ta zamo annoba",134855799,Neutral
@babyabdulkadeer A kara hakuri aci gaba da wanke hannu 😂😂,1052197752,Positive
@babyabdulkadeer Ae sam bama hujja bane shugaba ya umarce ka d abin alkhairi sbd naeman warakar wani abu ko wata musiba... Ka kafa hujja d cewa wae su ba adaile bane...gwamma kaqi yi din kawae kada k kawo wannan hujjar...Allah ya yaye mana wannan annoba a,9.57E+17,
@babyabdulkadeer Allah ya karemu daga wannan annoba,1.18E+18,
@babyn_bae None!!! But takunkumi😂,1.14E+18,
"@bachure Allah ya isar dashi zuwa ga wa ‘yanda ya kamata su samu wannan fallait,
Mu kuma ubangiji Allah ya qara kora wannan annobar, ya kawar da ita badan halin mu ba ko don yawan aiki mu, face sai don rahamansa da jinqai da yake ma bayinsa.",1484720592,
@BafarawaHaruna Kuma a zauna gida a wanke hannu,420920072,Positive
"@Baffagadanya Gwani, dumamen tuwon ya sauka. Kawai wanke hannu zakai mukai shi, kafin ladan ya kira assalatu. 
Kar kace ban tashe ka sahoor ba anjima. https://t.co/nNkD5xW5wP",1332372630,Neutral
@Bahaushee Awanke hannu azauna agida in anji yunwa asake wanke hannu 👍👍👍,1.21E+18,
@Bamsay Ae gsky ne na gaji d wanke hannu nah,1.03E+18,
@barde_jahun Lol. Toh Sir. Idan kace haka ai Kaine coordinator kuma mai anguwa. Kawai hakan za'ayi. Amma da wai muna tunanin hana kare yan uwa da abokan arziki daga cutar Corona ne kawai.,131531862,
"@Barde6767 @Hassan_Jada_ @DrIsaPantami Kasan ya tabbatar A hadisi manzon Allah S.A.w duk Wanda ya mutu A lokaci Annobar To ya samu shahada 
Ya Allah kasa mu cika da imani",9.24E+17,
"@BashirAhmaad @NCDCgov Innalillahi-Waa-Innah-Ilaihi-Raajunn 

YaaAllah kaimuna Dukkan Kariya daga wannan Annobar CoronaVirus 😢😢😢😢😢😭😭😭😭😭",479426643,
@BashirAhmaad Amah mai yasa baku tunatar da mutane su dage da  rokon Allah shi yaye mana wannan annobar? Koh kun aza through observing social distance kuwai xamu rabuda wannan chutar?Yakamata kuke tunatar da mutane su dage dakuma adu'a bayan precautions m,1677977178,
"@BashirAhmaad Inama 'yan Nigeria dariya bayan kunce na hana Buhari yayi nan yayi can, na kuma tare komai to Idan haka taci gaba ba laifina bane.

Abba kyari annoba ta wuce dashi kuma yayi shahada@rip",1.24E+18,
"@BashirAhmaad Is better for ganduje to disburse it If they want force us to wear,
Mu ba kuraye ko karnuka ba amma ace dole sai mun saka takunkumi, dame zamuji aljihu ko ciki ko takunkumi?",593771069,
"@BashirAhmaad Ya Allah, dan sirin soyayya dake tsakaninka da manzo SAW ka karbi bakoncin bawarka Mall Abba kyari wanda ka dauke shi ta sanadiyar cutar annoba..ka kuma sadashi da manzon tsira. Ina matukar kaunar wannan bawan naka.",558750417,
@bbchausa @Bahaushee Kafi kowa 6atamin Rai akan korona,1.19E+18,
"@bbchausa A cigaba da zama a gida, a wanke hannu.",1.16E+18,
@bbchausa A zauna a gida a wanke hannu in anji yinwa a wanke hannu in an sake jin yinwa a sake wanke hannu,1.11E+18,
"@bbchausa A zauna agida, a wanke hannu, zamucigaba da school feeding.
Allah yakarawa shugaban kasa lafiya.
I wish their is third term but we appreciate your kindness and caring to Nigerians. 
Long live with @MBuhari.",2330534223,
@bbchausa Abinda bazan taba mantawa dashi ba shine a 2020 ne a kasamu bullar cutar corona,1.05739E+18,
@bbchausa Aci Gaba Da Wanke Hannu😂,1.26E+18,
@bbchausa Aci gaba da wanke hannu😂,2195589700,
"@bbchausa aduba Wannan hausar, takunkumi abin Kamar da azaba ciki. Sabuwar fassara ba laifi bane Matukar baza'ace canhu ba, amma kakunkumi😂",1.11E+18,Neutral
@bbchausa Akwai takaucin ashe jahohinmu na makare da abinci da aja tanadar dan rage radadin korona alhali mutane na mutuwa sanadin yunwa,3153744874,
@bbchausa Alhamdulillah hakan ai cigaba ne Amman nasa fah su kuma wa'enda suka rage Allah ya mai da su Ilorin da Enugu da sauran qasashen Yarbawa da Iyamurai kaga arewa an rage annoba,1.05E+18,Neutral
"@bbchausa Alhamdulillah, alamun korona ta bar Kano kenan, Allah ya kawo mana saukin rashin tsaron da muke Fama dashi kuma",566691460,Neutral
@bbchausa Allah ka kawo mana karshen wannan annoba,472204595,Neutral
@bbchausa Allah kamana stari ga wannan annobar,1.24E+18,
"@bbchausa Allah karawa taraki lafiya, ko kasar da suke da annobar bamu yar wasan kwaikwayo ba sun koma karatu..

Tahilici da rashin sani ya yiwa kasata yawa, Allah kawo mana dauki",566691460,
@bbchausa Allah s w t yayi muna saukin wannan annoba,1077415166,
@bbchausa Allah sarki annoba mairaba kan al.umma allah yakawo mana karshe wannan masifa alfarmar wannan watan mai.albarka,1.25E+18,
@bbchausa Allah Ya Kawo Mana Karshen Wannan Annoba,2860748183,
@bbchausa Allah ya kawo Mana karshen wannan annoba,1.29E+18,
@bbchausa Allah ya kawo mana karshen wannan annoba.,141418153,
@bbchausa Allah ya sa wannna cutar ta zama hanyar yayewar zaluncin da akewa raunanan kasashe irin na https://t.co/k008kKlTID corona ba matsalarmu ba ce.,1.3221E+18,
"@bbchausa Allah ya tsare, ya kuma Hana su wannan mugun nufi,Ameen. #Ba abun da yafi karfin Allah, Cesar shi ce kafin wata CUTA ko ANNOBA ta sauka, Sai maganinta ya rigata. Allah ka tsare mu da duk Muslim Ummah, Ameen",9.13E+17,Neutral
"@bbchausa Allah Yakara Tsemu Daga Sharrin Wannan Cuta, Domin Korona Ta Girgiza Duniya, Girgizawa Matuka.",7.21E+17,
@bbchausa Allah yakiyaye mu daga wannan annobar,2949299727,
"@bbchausa Allah yasa ta janye domin mu dalibai mun kosa wlh, bama janyewar ba gashi ana nema sake samu a cikin wani bala,i.n wai korona kashi na biyu, kaji wai kashi na biyu kamar wani wasan kwaikwayo, hm Allah ya kyauta.",1.34E+18,
@bbchausa Allah yayemana wanna annobar,1.23E+18,
@bbchausa Allah yayimuna maganin wannan Annoba ta corona,1.25E+18,Neutral
"@bbchausa Amma wallahi banda na korona , bamaso suyi iya kansu",8.31E+17,
@bbchausa An hanamu sallar juma'a asanadiyar cutar corona virus,582127406,
