text,author_id,Label
@Adaugetsoo @__Haseki Da takunkumi mai kaca kuwa ba,384562148,Negative
@afhar__ @abdulahmed332 Shift mana babe we are ur LGA before but now we pass ur state akwae tazara,1.13E+18,Neutral
@ahmadlala Zan zauna ah gida naci gaba da wanke hannu kawai 😢,1.25E+18,Positive
@AhmadZango Haha Bale yazama annoba kowa gudunsa yake,459523226,Neutral
"@AhmedXakar @AtuTukur A wanke Hannu...
Sa a ci abinci ko!",1.16E+18,Negative
"@AI_Ringim Wallahi because mutane sunaji a jukinsu wallahi, wasuma gudun annobar #COVIDー19 zai sa yunwa ya kashesu",933983551,Positive
@Aishatu__Gimba Hehe ba komea Ayi hakury aci gaba da wanke Hannu 😅,1.02E+18,Positive
@AkeelBen 🤣🤣malam yace acigaba da wanke hannu asaka takunkumi azauna agida,8.11E+17,Positive
@Al_ameen_Yabo A wanke hannu in anji yunwa akara wanke hannu.....,1.17E+18,Positive
"@AlabeMusa Mude Yobe State Munhadu Da Dan Walagigi, Ana Fama Da Annoba Yanacan Yana Wasa😷😷😷",1.08E+18,Positive
"@Ali_Nuhu_Fans @alinuhu @abmaishadda @asnanic200 @fkdproduction Bai kamata ace a irin wannan lokacin da Korona ta dawo Ace kuna tara dandazon jama'a don haskaka film ba.

A Rinƙa bada tazara tsakanin juna a rage yawan cinkoso COVID-19 Gaskiyane.",1.17E+18,Positive
@AliBeebah Eyyah a kara hakuri da kuma wanke hannu,8.32E+17,Positive
@alinuhu To mudai kullum addu'ar mu Allah ya kawo mana karshen wannan Annoba ya kuma  ya tsaremu.,1.21E+18,Positive
@Aliyu____ @Tallmelaningirl A wanke hannu a cigaba da zama gida,300470529,Positive
"@Aliyulof Mukam sahur Sai na sitta shawwal.

Wanke hannu tare da zaman gida Kuma Sai su A_Y Hassan.",1172745583,Negative
@AliyuNafsah Allah ya cecemu Allah yakawo mana karshen wannan annoba,1.24E+18,Positive
@alkalieh_jr @Ayshatu_Aminu Ayi ta wanke hannu,9.29E+17,Positive
"@alkalieh_jr @saddheeck A wanke hannu, asake wankewa",9.29E+17,Positive
@am_BinHamzat Aci gaba da wanke hannu 😂😂😂😂,9.02E+17,Positive
@amarsavage @Waxeeeri Ayita wanke hannu😂 kuma ayita hakuri😂😂😂😂,1334469709,Positive
@AMBaloni Stay Home #WashYourHands...  China ne sukaci Nama Amma muke Wanke Hannaye..  Allah kayayemana wanga Annoba...,1.24E+18,Negative
"@Ameenu_Kutama Kuyi hakuri, Ku cigaba da zama a gida, ku wanke hannu. https://t.co/DHMmtZihPI",1071386863,Positive
@Ameenu_Kutama Likitan Korona,237444709,Neutral
@amienullahie Aci gaba da dunkule hanu a bada tazara a zauna a gida a kuma saka facemask https://t.co/XzN4PtH7BP,1.34E+18,Positive
"@AminaJMohammed @Hughcevans @GlblCtzn @WHO Alhmdllh Nasamu Nasarar Zama Ambasada Kuma Mai Bada Fatawa akan cutar Korona baros Cutar Numfashi #Coronavirus
I am now an #MBRUCommunityImmunity Ambassador. I am responsible to protect myself and my community fr",7.88E+17,Positive
@aminiyatrust ALLAH yakawo karshen wannan Annobar,1.13E+18,Positive
@aminiyatrust Minene korona ? A kulllum a shafi na twitter  sai ku ce mana korona. Kuma ba ita ce matsala mun ba .mun matsala rashi tsaro da kuma fama da talauci wannan kasa tamu najeriya.Mai Hamza pro kamba kebbi state,1.31E+18,Negative
